Cons_No,Contract_Ac,Contract,Install_No,GIC_Code,Sch_No.,Leg_Ac_No,Meter_No,Meter_Typ,Tariff,PSC_Cons_IBC,IBC_Name,AMR_STATUS,Actual_Latitude,Actual_Longitude,DTS_ID,PMT_Name,FeederID_(BH),Feeder_Name_(BH),FeederID,Feeder_Name,CM_No
BL007630,400002192568,30519607,7000208453,J0301,5701,2852483540829,CTO-62760,CTO,A3-G,125,CLIFTON,AMR,24.81057562,67.0292351,529247,MANAGER AUQAF CLIFTON,,,85,MANAGER AUQAF CLIFTON,Check Meter # CTO-60684
AL098225,400002201017,30532519,7000219232,J0301,5701,2752481114518,TU66839,Three,A1-R,138,GARDEN,Non AMR,24.85970668,67.01515216,7059,ALAM SHAH MAZAR PMT,,,1189,NA-249 PMT,0
AL017652,400002199341,30532463,7000219196,J0301,5701,2752481114194,TY92051,Three,A3-G,138,GARDEN,Non AMR,24.85933615,67.01544017,7059,ALAM SHAH MAZAR PMT,,,1189,NA-249 PMT,0
AL074938,400002065574,30526192,7000213256,J0301,5701,2752482340856,TZ68696,Three,A3-G,138,GARDEN,Non AMR,24.89062539,67.04280239,504137,NOORI BABA PMT,,,114,NOORI BABA PMT,0
AM268175,400047123176,,-,J0301,,,TT62539,Three,,129,SITE,Non AMR,0,0,,Null,,,Null,Null,0
DP000703,400002093519,,-,J0301,,,Hook,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
DP001950,400005574817,30540653,7000544149,J0301,5702,2952487141648,Hook,Inactive,A1-R,143,BALDIA,Inactive,0,0,3453,LYARI EXPRESS WAY-3(LOCAL1),,,616,LYARI EXPRESS WAY-3(LOCAL1),0
AL006781,400002120532,,-,J0301,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL034308,400002042981,,-,J0301,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL717939,400037319900,33536061,7000891372,J0301,5701,,TU-59783,Three,A1-R_TOD,132,F B AREA,AMR,24.9386783,67.0839783,10343,DOST MUHAMMAD GOTH,,,344,DOST MUHAMMAD GOTH,0
AL083666,400002192738,30519618,-,J0301,5701,2852483540861,SAH85201,Single,A1-R,125,CLIFTON,Non AMR,0,0,,Null,,,Null,Null,0
AP004347,400002199015,30532444,7000219182,J0301,5701,2752481113996,T07956,Three,A1-R,138,GARDEN,Non AMR,24.9166215,67.0964391,7059,ALAM SHAH MAZAR PMT,,,1189,NA-249 PMT,0
AL003426,400002192355,30519590,-,J0301,5701,2852483540810,TJ59368,Three,A1-R,125,CLIFTON,Non AMR,0,0,,Null,,,Null,Null,0
LB228754,400002148348,30528755,7000218867,I1603,7908,2752383350068,WT08616,Three,A3-G,131,SADDAR,Non AMR,24.8556445,67.01913256,5729,OLD SINDH ASSEMBLY BUILDING,,,171,OLD SINDH ASSEMBLY BUILDING,0
LA767896,400002132654,30522885,7000213939,I1603,5702,2752482521729,TT05141,Three,A3-G,137,BAHADURABAD,Non AMR,24.89832854,67.07632463,9028,GULSHAN CAMBRIDGE S/S,,,319,GULSHAN CAMBRIDGE S/S,0
LB318716,400025363297,32459027,7002477747,I1603,5702,2952486420276,TZ48429,Three,A3-G,142,BIN QASIM,Non AMR,24.84997859,67.20746923,509310,HAJI ZAFAR/NAT. BANK GODOWN,,,536,HAJI ZAFAR/NAT. BANK GODOWN,0
AM447499,400043914373,34212118,7004253908,I1603,,,TY91246,Three,A3-G,138,GARDEN,Non AMR,24.8654811,67.0247267,532295,ACCOMMODATION OFFICE DC SOUTH PMT,,,369,ACCOMMODATION OFFICE DC SOUTH PMT,0
LB245828,400025253467,32448157,7002466774,I1603,5702,2952487740029,SFH24874,Single,A3-G,129,SITE,Non AMR,24.91042957,67.01333094,170606,ZAHOOR GENERAL STORE (LHS),,,3401,ZAHOOR GENERAL STORE (LHS),0
DP000704,400002055749,30526439,7000215170,I1603,1108,2952487741025,Hook,Inactive,A1-R,129,SITE,Inactive,0,0,,Null,,,Null,Null,0
,400044399162,,-,I1603,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400039848986,,-,I1603,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400039745044,,-,I1603,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400043322638,,-,I1603,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL032614,400008697537,31287637,-,I1603,5100,1014827140017,TT66453,Three,E-1_I,138,GARDEN,Non AMR,24.86583999,67.02306099,,Null,,,Null,Null,0
AL010289,400002247947,,-,A0101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA127317,400002057897,,-,A0101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA269340,400002057040,,-,A0101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA083008,400002049234,,-,A0101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL269341,400002051611,,-,A0101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA269353,400002051395,,-,A0101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA379448,400002051697,,-,A0101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LL001030,400002034571,,-,A0101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
,400040382297,,-,A0101,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL014177,400002148844,30519278,7000207336,F190301,1005,2752483343018,TH52671,Three,A3-G,131,SADDAR,Non AMR,24.85626298,67.0239022,171398,EIK BLOCK 51-D/PMT-A,,,255,EIK BLOCK 51-D/PMT-A,0
AL014173,400002063598,30527642,7000215498,F190301,1910,2752283344818,TY89289,Three,A3-G,131,SADDAR,Non AMR,24.85692313,67.02507935,171398,EIK BLOCK 51-D/PMT-A,,,255,EIK BLOCK 51-D/PMT-A,0
AL014175,400002188013,30533896,7000200374,F190301,5507,2752383343355,TZ24190,Three,A3-G,131,SADDAR,Non AMR,24.85706368,67.02551153,171398,EIK BLOCK 51-D/PMT-A,,,255,EIK BLOCK 51-D/PMT-A,0
LA734391,400002101503,30525106,7000214042,F190301,112,2752483340857,TU63549,Three,A3-G,131,SADDAR,Non AMR,24.85707737,67.02609289,171398,EIK BLOCK 51-D/PMT-A,,,255,EIK BLOCK 51-D/PMT-A,0
AM457715,400044170009,34290519,7004289935,F190301,,,TZ09393,Three,A3-G,131,SADDAR,Non AMR,24.8569182,67.025338,171398,EIK BLOCK 51-D/PMT-A,,,255,EIK BLOCK 51-D/PMT-A,0
AL061996,400002214480,30523484,7000211579,F190301,1911,2752283343479,TY97274,Three,A3-G,131,SADDAR,Non AMR,24.8569718,67.02558629,171400,EIK BLOCK 51-D/PMT-B,,,255,EIK BLOCK 51-D/PMT-A,0
LB282679,400025021981,32424923,7002442945,F190301,111,2752483340361,TJ25948,Three,A1-R,131,SADDAR,Non AMR,24.85623529,67.0238157,,Null,,,Null,Null,0
LB282680,400025021997,32424927,7002442949,F190301,110,2752483340377,TJ25576,Three,A3-G,131,SADDAR,Non AMR,24.85623529,67.0238157,171398,EIK BLOCK 51-D/PMT-A,,,255,EIK BLOCK 51-D/PMT-A,0
AM218750,400036404769,33615102,-,#N/A,,,SAH-17324,Single,G-SL,133,NORTH KARACHI,AMR,24.977501,67.087437,500247,Null,,,Null,Null,0
LA238536,400042699867,,-,#N/A,,,E61865,Three,,127,LIAQATABAD,Non AMR,24.9013364,67.0569467,,Null,,,Null,Null,0
LA238536,400043488037,,-,#N/A,,,E61865,Three,,127,LIAQATABAD,Non AMR,24.9013364,67.0569467,,Null,,,Null,Null,0
AL709726,400021765951,31438717,#N/A,#N/A,,215923710023,792126,Single,A3-G,,#N/A,Non AMR,24.8935052,67.0521136,,#N/A,,,#N/A,#N/A,0
AL423355,400015426959,32079598,-,#N/A,,1815316060118,276370-D2,Three,A1-R,,#N/A,Non AMR,0,0,,Null,,,Null,Null,0
LA960751,400006196077,31037234,7001120105,#N/A,,414714210113,TU82400,Three,A1-R_TOD,131,SADDAR,Non AMR,24.8419,67.0339,7347,HABIB PRIDE PMT,,,3424,#N/A,0
LA643390,400011421243,30654412,7000574037,#N/A,5971,1214804910337,SC8234-D1,Single,A1-R,138,GARDEN,Non AMR,24.866682,67.01977763,1908,POLICE HOSPITAL PMT-1,,,241,POLICE HOSPITAL PMT-1,0
LB343067,400028021807,32720570,7002741517,#N/A,,,TY52586,Three,A3-G,130,JOHAR,Non AMR,0,0,510378,STAFF COLONY PMT (PAK MET),,,311,THE DIRECTOR GENERAL,0
LB227394,400024138672,32334568,7002352345,#N/A,350,,TY83631,Three,A1-R_TOD,130,JOHAR,Non AMR,0,0,510378,STAFF COLONY PMT (PAK MET),,,311,THE DIRECTOR GENERAL,0
AM057467,400031105127,33014021,7003042827,#N/A,,,TT74704,Three,A1-R_TOD,118,DEFENCE,Non AMR,24.8991922,67.0733766,171593,KH-SHAHEEN AKHTER ZAIDI PMT,,,3,KH-SHAHEEN AKHTER ZAIDI PMT,0
AM486736,400045908265,34405532,7004389435,#N/A,,,SFS57319,Single,A3-G,118,DEFENCE,Non AMR,24.8022722,67.0322574,7852,CLIFTON-2,,,20,CLIFTON-2,0
AM500328,400045904553,34402500,7004446873,#N/A,,,SFS65127,Single,A3-G,118,DEFENCE,Non AMR,24.8609359,67.0548907,,Null,,,Null,Null,0
BL003994,400014040097,,-,#N/A,,,CTO29611,CTO,,,#N/A,Non AMR,24.90679936,67.20745046,,Null,,,Null,Null,0
AM486735,400045908303,34405535,7004389434,#N/A,,,SFS88531,Single,A3-G,125,CLIFTON,Non AMR,24.8608213,67.0548369,7858,JEHANGIR SIDDIQI CLIF BLK-5 PMT-6 (JALBA,,,3191,JEHANGIR SIDDIQI CLIF BLK-5 PMT-6 (JALBA,0
AM486734,400045908327,34405539,7004389433,#N/A,,,SFS88530,Single,A3-G,125,CLIFTON,Non AMR,24.801905,67.032081,170587,TOURIST COMPLEX D/PMT-1 (RHS),,,3190,TOURIST COMPLEX D/PMT-1 (RHS),0
AL393227,400000581699,30066741,#N/A,#N/A,,618101410025,CTO-39895,CTO,A3-G,,#N/A,AMR,0,0,523307,#N/A,,,#N/A,#N/A,0
LA670251,400002717474,30224040,-,#N/A,,113714310010,CTO-42541,CTO,A3-G,,#N/A,AMR,0,0,524498,Null,,,Null,Null,0
BL004498,400014002314,,-,#N/A,,,CTO-47744,CTO,,131,SADDAR,AMR,24.85096278,67.05292169,,Null,,,Null,Null,Check Meter # CTO-57141
BL006041,400026540486,32574089,-,#N/A,,,CTO-52719,CTO,A3-G,124,NORTH NAZIMABAD,AMR,0,0,525912,Null,,,Null,Null,0
BL006044,400026310537,32551267,-,#N/A,,,CTO-52721,CTO,A3-G,124,NORTH NAZIMABAD,AMR,0,0,525913,Null,,,Null,Null,0
BL005463,400025027467,,-,#N/A,,,CTO-58787,CTO,,,#N/A,AMR,25.1216282,67.28365134,,Null,,,Null,Null,Check Meter # CTO-88622
BL004381,400005594284,,-,#N/A,,,CTO-59071,CTO,,131,SADDAR,AMR,24.84841391,67.04712275,,Null,,,Null,Null,0
BL004393,400005624086,,-,#N/A,,,CTO-60655,CTO,,128,KIMZ,AMR,24.84067935,67.14379493,,Null,,,Null,Null,0
BL007325,400029521709,32859283,-,#N/A,,1814220079002,CTO-63141,CTO,A3-G,125,CLIFTON,AMR,24.810171,67.019458,7331,Null,,,Null,Null,0
BL000106,400002123973,30528333,-,#N/A,0,2506464244307,CTO-63459,CTO,A3-G,129,SITE,AMR,0,0,8886,Null,,,Null,Null,0
BL004741,400024187274,,-,#N/A,,,CTO-68616,CTO,,,#N/A,AMR,24.83523761,67.07842816,,Null,,,Null,Null,Check Meter # CTO-79431
BL004742,400024187282,,-,#N/A,,,CTO-68617,CTO,,,#N/A,AMR,24.83506843,67.07849991,,Null,,,Null,Null,Check Meter # CTO-79431
AM486739,400045908214,34407969,7004389538,#N/A,,,SFT84501,Single,A3-G,125,CLIFTON,Non AMR,24.8148157,67.0228535,7332,MUNICIPAL RESEARCH,,,84,MUNICIPAL RESEARCH,0
BL005462,400025301623,,-,#N/A,,,CTO-70587,CTO,,,#N/A,AMR,24.91971657,67.09823728,,Null,,,Null,Null,0
BL002991,400024715319,,-,#N/A,,,CTO-73917,CTO,,,#N/A,AMR,24.95583805,66.92767493,,Null,,,Null,Null,0
BL004485,400014040054,,-,#N/A,,,CTO-73937,CTO,,,#N/A,AMR,24.93143424,67.12544527,,Null,,,Null,Null,Check Meter # CTO-39541
BL004549,400014037983,,-,#N/A,,,CTO-73939,CTO,,,#N/A,AMR,24.81643749,67.00638134,,Null,,,Null,Null,Check Meter # CTO-44430
BL004618,400024078955,,-,#N/A,,,CTO-73941,CTO,,,#N/A,AMR,24.87630748,67.04778157,,Null,,,Null,Null,0
AM512610,400047110074,34442182,7004490177,#N/A,5892,,SFT27922,Single,A3-G,125,CLIFTON,Non AMR,24.83792215,67.03302775,6023,BATH ISLAND-I,,,88,SINDH SECRETEIATE FLAT PMT,0
AM486740,400045908206,34405513,7004389539,#N/A,,,SFT84494,Single,A3-G,118,DEFENCE,Non AMR,24.8991681,67.0733455,10117,NEELUM COLONY PMT D/PMT LHS,,,61,NEELUM COLONY PMT D/PMT LHS,0
BL004543,400014037649,,-,#N/A,,,CTO-83690,CTO,,,#N/A,AMR,24.88029507,67.14536972,,Null,,,Null,Null,Check Meter # CTO-78653
BL006922,400042975557,34092592,-,#N/A,,,CTO-84908,CTO,A2-C_B_TOD,143,BALDIA,AMR,0,0,5496,Null,,,Null,Null,0
BL002269,400014031284,,-,#N/A,,,CTO-85380,CTO,,,#N/A,AMR,24.85556662,67.02676479,,Null,,,Null,Null,0
LB153407,400019173915,31901619,-,#N/A,314,1816103670024,CTO-86247,CTO,A3-G,151,UTHAL,AMR,0,0,506502,Null,,,Null,Null,0
BL005451,400025035222,,-,#N/A,,,CTO-86845,CTO,,,#N/A,AMR,24.84111322,67.1966378,,Null,,,Null,Null,0
BL004569,400024140723,,-,#N/A,,,CTO-89344,CTO,,,#N/A,AMR,24.88789333,67.06597734,,Null,,,Null,Null,Check Meter # CTO-43626
BL005600,400025147567,32444777,-,#N/A,,,CTO-92436,CTO,A2-C_BRTOD,129,SITE,AMR,0,0,529522,Null,,,Null,Null,0
BL005599,400025147446,32444802,-,#N/A,,,CTO-92552,CTO,A2-C_BRTOD,129,SITE,AMR,0,0,529522,Null,,,Null,Null,0
AM486737,400045908249,34405518,7004389436,#N/A,,,SFP50274,Single,A3-G,125,CLIFTON,Non AMR,24.8991937,67.0733423,7862,BILQUIS EDHI CLIF ZIARET LHS,,,85,MANAGER AUQAF CLIFTON,0
LB260121,400024175853,32338574,7002356235,#N/A,,1014928040045,TT29915,Three,A1-R_TOD,137,BAHADURABAD,Non AMR,0,0,512174,AMNA SAMMER LAKHANI PMT-1,,,3512,#N/A,0
LA238536,400023172761,31811912,7002059422,#N/A,,1214415020483,E61865,Three,A1-R,127,LIAQATABAD,Non AMR,24.901102,67.056772,524744,GULBERG SCHOOL D/PMT (LHS),,,543,GULBERG SCHOOL D/PMT (LHS),0
AL093046,400015279646,31547711,7001564446,#N/A,,1414511500012,SFL92635,Single,A3-G,136,NAZIMABAD,Non AMR,24.9140713,67.0983956,10274,NAZIMABAD PUMPING S/S,,,1269,NAZIMABAD PUMPING S/S,0
BH001388,400029253003,,-,#N/A,,,HTO-3592,HTO,,,#N/A,AMR,24.89896505,67.17755221,,Null,,,Null,Null,MT880_HTO-6213_Satellite-West_SW16_T2
BH000076,400038740049,,-,#N/A,,,HTO-7608,HTO,,,#N/A,AMR,24.84797946,66.99910752,,Null,,,Null,Null,MT880_HTO-6093_State-Bank-2_SW12_T2
AM268175,400038225608,33669813,7003715560,#N/A,,,TAA15213,Three,A3-G,129,SITE,Non AMR,24.8953517,67.0193433,170995,P-25 SHAIKH SONS DPMT RHS,,,812,P-25 SHAIKH SONS DPMT RHS,0
BH001869,400045052034,,-,#N/A,,,HTO-9353,HTO,,,#N/A,AMR,0,0,,Null,,,Null,Null,0
LA359293,400020890507,32097189,-,#N/A,,1814304208202,PSA23074,Single,A1-R,135,MALIR,Non AMR,24.9235652,67.2526747,9810,Null,,,Null,Null,0
LB212294,400005622253,30545679,7000549447,#N/A,,1514212045001,TT75269,Three,A1-R_TOD,125,CLIFTON,Non AMR,24.8356504,67.0281892,521189,OWAIS AHMED (D-11 & 10),,,1174,OWAIS AHMED (D-11 & 10),0
LB222579,400014037630,,-,#N/A,,,SAG03779,Single,,,#N/A,Non AMR,24.81641254,67.10548796,,Null,,,Null,Null,0
LB224181,400024235287,,-,#N/A,,,SAG49193,Single,,,#N/A,Non AMR,24.9199292,67.0915938,,Null,,,Null,Null,0
LA864425,400004472541,30395708,7000290138,#N/A,,1714021590017,SFO49615,Single,A1-R,130,JOHAR,Non AMR,24.9255725,67.1367855,526242,MUGHAL HAZARA PMT 03,,,3831,MUGHAL HAZARA PMT 03,0
AL902455,400001829244,30160415,7000150914,#N/A,,318148200033,TZ15374,Three,A1-R_TOD,118,DEFENCE,Non AMR,0,0,504898,FOOT BALL GROUND PMT,,,3,KH-SHAHEEN AKHTER ZAIDI PMT,0
AM486752,400045908133,34402693,7004389541,#N/A,,,SFT84503,Single,A3-G,131,SADDAR,Non AMR,24.8991848,67.0733829,502405,HABIB BANK CAR PARKING S/S,,,1186,#N/A,0
AL474452,400007140965,31331616,7001046477,#N/A,,813422340042,TZ50751,Three,A3-G,133,NORTH KARACHI,Non AMR,0,0,3124,"P-10/8, SEC-11D, NK",,,632,"P-10/4, SEC-11D, NK (RHS)",0
AM486738,400045908230,34407968,7004389437,#N/A,,,SFP50277,Single,A3-G,125,CLIFTON,Non AMR,24.8146,67.0242883,7332,MUNICIPAL RESEARCH,,,84,MUNICIPAL RESEARCH,0
AM486751,400045908192,34403153,7004389540,#N/A,,,SFP50275,Single,A3-G,125,CLIFTON,Non AMR,24.8159499,67.0213757,12630,ASHFAQ COLONY PMT-3,,,79,ASHFAQ COLONY PMT-3,0
LB507817,400043414532,34090336,7004135810,#N/A,,,TAA33918,Three,A2-C_B_TOD,125,CLIFTON,Non AMR,0,0,536536,NOMAN ANEES,,,83,BATH ISLAND-3,0
LB472204,400042577675,34012726,7004057720,#N/A,,,TU33095,Three,A1-R_TOD,131,SADDAR,Non AMR,0,0,173263,DR. ZIAUDDIN ROAD PMT,,,2044,DR. ZIAUDDIN ROAD PMT,0
AM500326,400045904472,34403028,7004446870,#N/A,,,SFT84496,Single,A3-G,131,SADDAR,Non AMR,24.8541343,67.0165303,530879,PAKISTAN CHOWK PMU,,,1193,PAKISTAN CHOWK PMU,0
AM500327,400045904510,34403052,7004446872,#N/A,,,SFT84505,Single,A3-G,131,SADDAR,Non AMR,24.8991848,67.0733829,504820,POST OFFICE (CHIEF POST MASTER),,,377,POST OFFICE (CHIEF POST MASTER),0
AM500298,400045904413,34403132,7004446856,#N/A,,,SFP64851,Single,A3-G,131,SADDAR,Non AMR,24.8991848,67.0733829,7465,BUSINESS CENTER SS,,,2176,BUSINESS CENTER SS,0
LB491764,400042697166,34023008,-,#N/A,2970,,TU71355,Three,A1-R_TOD,,#N/A,Non AMR,24.8401292,67.0284766,533010,Null,,,Null,Null,0
AM500329,400045904979,34402717,7004446882,#N/A,,,SGA19866,Single,A3-G,145,TIPUSULTAN,Non AMR,24.8665154,67.0824887,12558,SOIL MECHANICS S/S,,,497,SOIL MECHANICS S/S,0
AM460853,400045181292,34264654,7004300849,#N/A,,,TZ13063,Three,A1-R_TOD,118,DEFENCE,Non AMR,0,0,11389,DHA PHASE-8 S/S-01,,,75,DHA PHASE-8 S/S-03 (KH. QASIM),0
AL895555,400003302057,30305585,7000447700,#N/A,,1814222108001,WT10381,Three,A2-C_BTODG,125,CLIFTON,Non AMR,0,0,170512,PROGRESSIVE GARDEN LOCAL-1,,,3191,JEHANGIR SIDDIQI CLIF BLK-5 PMT-6 (JALBA,0
LA262147,400003456895,30315003,7000457988,#N/A,,2014219052001,TZ66825,Three,A1-R_TOD,125,CLIFTON,Non AMR,24.8154112,67.0145517,170507,"CLIFTON BL, 2 S/S",,,77,"CLIFTON BL, 2 S/S",0
LA531223,400004273832,30513132,7000435179,#N/A,,114206163001,TZ48927,Three,A1-R_TOD,125,CLIFTON,Non AMR,24.8148979,67.0045216,5988,HAPPY HOME SCHOOL,,,86,HAPPY HOME SCHOOL,0
AM218751,400036404718,33615105,-,#N/A,,,SAH-17325,Single,G-SL,133,NORTH KARACHI,AMR,24.974369,67.086911,524724,Null,,,Null,Null,0
AM218752,400036404726,33615104,-,#N/A,,,SAH-17326,Single,G-SL,133,NORTH KARACHI,AMR,24.965575,67.084195,521763,Null,,,Null,Null,0
AM218754,400036404696,33615107,-,#N/A,,,SAH-17328,Single,G-SL,133,NORTH KARACHI,AMR,24.97376,67.088361,504433,Null,,,Null,Null,0
AM218755,400036404734,33615108,-,#N/A,,,SAH-17329,Single,G-SL,133,NORTH KARACHI,AMR,24.982978,67.088086,500808,Null,,,Null,Null,0
AM218756,400036404742,33615109,-,#N/A,,,SAH-17333,Single,G-SL,133,NORTH KARACHI,AMR,24.979745,67.090234,500305,Null,,,Null,Null,0
AM218757,400036404750,33615051,-,#N/A,6565,,SAH-17334,Single,G-SL,133,NORTH KARACHI,AMR,24.982136,67.086435,533221,Null,,,Null,Null,0
AM218758,400036404777,33615092,-,#N/A,,,SAH-17335,Single,G-SL,133,NORTH KARACHI,AMR,24.967009,67.087416,2570,Null,,,Null,Null,0
LB130586,400014040135,,-,#N/A,,,SAH85266,Single,,124,NORTH NAZIMABAD,Non AMR,24.923748,67.0314055,,Null,,,Null,Null,0
LB163365,400014040119,,-,#N/A,,,SAI51131,Single,,,#N/A,Non AMR,24.9321556,67.037435,,Null,,,Null,Null,0
AL339774,400000160707,30185496,-,#N/A,,1718188250027,SAJ55313,Single,A3-G,118,DEFENCE,Non AMR,24.8255348,67.0834326,,Null,,,Null,Null,0
AL655008,400000945337,30089675,-,#N/A,2936,1413622020587,SAJ89866,Single,A2-C_RET,124,NORTH NAZIMABAD,Non AMR,24.9599011,67.0619699,686,Null,,,Null,Null,0
LB185535,400014040089,,-,#N/A,,,SAY44425,Single,,,#N/A,Non AMR,24.8303849,67.1763712,,Null,,,Null,Null,0
LC165347,400027887188,32706615,7002727336,#N/A,,,SCA79478,Single,A1-R,131,SADDAR,Non AMR,0,0,172985,INTELLIGENCE SCHOOL -1 RHS,,,755,CALTEX  PUMP D/PMT RHS,#N/A
AL865050,400019858411,32153596,-,#N/A,,314337110058,SCO54284,Single,A1-R,135,MALIR,Non AMR,24.9019781,67.1898904,527342,Null,,,Null,Null,0
LA281721,400009746186,31327690,-,#N/A,,214901070253,SCP58016,Single,A1-R,145,TIPUSULTAN,Non AMR,24.8752067,67.0867381,6500,Null,,,Null,Null,0
AM084849,400032006408,33099444,-,#N/A,2967,,SCS89755,Single,A3-G,145,TIPUSULTAN,Non AMR,24.8580693,67.083474,10738,Null,,,Null,Null,0
AL054621,400007187767,31093029,#N/A,#N/A,,414725210026,SCT28950,Single,A3-G,,#N/A,Non AMR,24.8465269,67.037464,7800,#N/A,,,#N/A,#N/A,0
AL174808,400000370477,30004496,-,#N/A,6906,2013610240110,SCY48657,Single,A1-R,,#N/A,Non AMR,24.9288799,67.0296758,500181,Null,,,Null,Null,0
AL174720,400000364124,30003852,-,#N/A,6902,2609565347081,SCY73485,Single,A1-R,,#N/A,Non AMR,24.9288932,67.0301593,170683,Null,,,Null,Null,0
AL174807,400000377207,30005044,-,#N/A,6906,2013610260049,SCY73498,Single,A1-R,,#N/A,Non AMR,24.9290447,67.0298218,170683,Null,,,Null,Null,0
AL174880,400001221351,30119684,-,#N/A,6906,2013602080047,SCY74201,Single,A1-R,,#N/A,Non AMR,24.929621,67.029558,500181,Null,,,Null,Null,0
AL870427,400017919308,31937189,-,#N/A,,915957150010,SEC92309,Single,A3-G,,#N/A,Non AMR,24.9573303,66.9911686,,Null,,,Null,Null,0
LA211110,400004175075,30359336,#N/A,#N/A,,1314212179001,SEE53128,Single,A1-R,,#N/A,Non AMR,24.8376135,67.0350721,171314,#N/A,,,#N/A,#N/A,0
AL046405,400014262267,31961645,-,#N/A,,814403060078,SEF16470,Single,A3-G,,#N/A,Non AMR,24.9385069,67.1508849,567,Null,,,Null,Null,0
LB128485,400014040186,,-,#N/A,,,SEF68868,Single,,,#N/A,Non AMR,24.8608936,67.0644416,,Null,,,Null,Null,0
LB128487,400014040194,,-,#N/A,,,SEF78489,Single,,145,TIPUSULTAN,Non AMR,24.8575349,67.060559,,Null,,,Null,Null,0
AL367740,400018656211,31397179,-,#N/A,5701,215665870010,SEF89560,Single,A1-R,,#N/A,Non AMR,24.8262154,67.1609139,2987,Null,,,Null,Null,0
AL174809,400001232302,30121048,-,#N/A,6906,2013602110062,SEH21723,Single,A1-R,,#N/A,Non AMR,24.9292542,67.029411,500181,Null,,,Null,Null,0
AL174882,400001219764,30119504,-,#N/A,6906,2013602070109,SEH21790,Single,A1-R,,#N/A,Non AMR,24.9292352,67.0291676,500181,Null,,,Null,Null,0
AL061511,400000613051,30024813,-,#N/A,6906,2013612410021,SEH94051,Single,A1-R,,#N/A,Non AMR,24.9284108,67.0325906,500181,Null,,,Null,Null,0
AL061492,400000603161,30023900,-,#N/A,2820,2013612390012,SEH94084,Single,A1-R,124,NORTH NAZIMABAD,Non AMR,24.9291911,67.0335757,500182,Null,,,Null,Null,0
AL063432,400014259463,31961556,-,#N/A,,814403060027,SEI40220,Single,A3-G,,#N/A,Non AMR,24.9385069,67.1508849,567,Null,,,Null,Null,0
LC043500,400025625585,32484663,-,#N/A,,,SEO42615,Single,A3-G,,#N/A,Non AMR,24.9605979,67.1499336,529747,Null,,,Null,Null,0
AL012292,400008550617,30902503,-,#N/A,1303,814715050029,SES36090,Single,A1-R,521,521,Non AMR,24.8546346,67.0249891,7028,Null,,,Null,Null,0
AL012294,400008550447,30902492,-,#N/A,1303,814715050010,SES36291,Single,A1-R,131,SADDAR,Non AMR,24.8546346,67.0249891,7028,Null,,,Null,Null,0
LB234288,400005622277,,-,#N/A,,,SES78330,Single,,,#N/A,Non AMR,24.8162756,67.0509431,,Null,,,Null,Null,0
LB237191,400005624256,30545797,-,#N/A,7001,2852384180926,SET13331,Single,A3-G,135,MALIR,Non AMR,24.9910532,67.3920397,9842,Null,,,Null,Null,0
LB165861,400010229427,31336967,-,#N/A,,413814950037,SET14043,Single,A1-R,,#N/A,Non AMR,24.935537,67.066373,530016,Null,,,Null,Null,0
LB128484,400014040178,,-,#N/A,,,SET26007,Single,,,#N/A,Non AMR,24.8667723,67.0824938,,Null,,,Null,Null,0
LB128483,400014040100,,-,#N/A,,,SET73808,Single,,137,BAHADURABAD,Non AMR,24.8855651,67.057586,,Null,,,Null,Null,0
AL023793,400018790414,31452945,#N/A,#N/A,,1115434030019,219798,Three,A3-G,,#N/A,Non AMR,24.8735895,67.0104103,504693,#N/A,,,#N/A,#N/A,0
AL144373,400000392268,30006405,#N/A,#N/A,,2013610310089,00083995-D4,Single,A3-G,,#N/A,Non AMR,24.9286545,67.0315095,500181,#N/A,,,#N/A,#N/A,0
